_key,code_a,desc_a,code_b,desc_b,n_both,lift,odds_ratio,or_adjusted,confounding_ratio,chapter_a,chapter_b,ccsr_desc_a,ccsr_desc_b,code_pairs_in_group,max_lift_in_group
Conditions due to neoplasm or the treatment of neoplasm | Secondary malignancies,C7951,Secondary malignant neoplasm of bone,G893,Neoplasm related pain (acute) (chronic),15251,39.56047188182262,80.50433572422878,60.52974557069511,1.3299962682017976,Neoplasm,Nervous,Secondary malignancies,Conditions due to neoplasm or the treatment of neoplasm,35,43.25305841295481
Intestinal obstruction and ileus | Noninfectious gastroenteritis,K5289,Other specified noninfective gastroenteritis and colitis,K5641,Fecal impaction,585,64.27499308319165,76.52096685169927,59.25569752506313,1.2913689324023825,Digestive,Digestive,Noninfectious gastroenteritis,Intestinal obstruction and ileus,1,64.27499308319165
"Fracture of head and neck, initial encounter | Other nervous system disorders (neither hereditary nor degenerative)",G9389,Other specified disorders of brain,S0219XA,"Oth fracture of base of skull, init for clos fx",1062,57.511206179101706,73.62810599911252,59.09451096509402,1.2459381556199562,Nervous,Injury,Other nervous system disorders (neither hereditary nor degenerative),"Fracture of head and neck, initial encounter",2,57.511206179101706
"Complication of other surgical or medical care, injury, initial encounter | Septicemia",A4101,Sepsis due to Methicillin susceptible Staphylococcus aureus,T80211A,"Bloodstream infection due to central venous catheter, init",1152,55.91762106756734,68.57344763946507,58.806912608943385,1.166078010173185,Infectious,Injury/poisoning,Septicemia,"Complication of other surgical or medical care, injury, initial encounter",5,118.18339360590868
CNS abscess | Septicemia,A4101,Sepsis due to Methicillin susceptible Staphylococcus aureus,G061,Intraspinal abscess and granuloma,711,66.23652849565131,80.88950729036539,57.91689157295054,1.3966479397203002,Infectious,Nervous,Septicemia,CNS abscess,1,66.23652849565131
Diseases of white blood cells | Leukemia - acute myeloid leukemia (AML),C9200,"Acute myeloblastic leukemia, not having achieved remission",D709,"Neutropenia, unspecified",1639,51.36564445093316,66.38434627380406,55.85827660733956,1.1884424351373817,Neoplasm,Blood/immune,Leukemia - acute myeloid leukemia (AML),Diseases of white blood cells,1,51.36564445093316
Diseases of mouth; excluding dental | Diseases of white blood cells,D709,"Neutropenia, unspecified",K1230,"Oral mucositis (ulcerative), unspecified",1102,62.41098121030749,82.49771262575887,54.6392927143102,1.5098605514004475,Blood/immune,Digestive,Diseases of white blood cells,Diseases of mouth; excluding dental,2,62.41098121030749
"Complication of cardiovascular device, implant or graft, initial encounter | Endocarditis and endocardial disease",I330,Acute and subacute infective endocarditis,T827XXA,"Infect/inflm react d/t oth cardi/vasc dev/implnt/grft, init",1140,54.8997657530286,66.73056077135239,54.17859822983803,1.2316775064623495,Circulatory,Injury/poisoning,Endocarditis and endocardial disease,"Complication of cardiovascular device, implant or graft, initial encounter",1,54.8997657530286
Gastrointestinal cancers - stomach | Secondary malignancies,C169,"Malignant neoplasm of stomach, unspecified",C786,Secondary malignant neoplasm of retroperiton and peritoneum,888,55.30750463721229,71.07679989279723,54.09746509936666,1.3138656268319189,Neoplasm,Neoplasm,Gastrointestinal cancers - stomach,Secondary malignancies,2,55.30750463721229
Encounter for antineoplastic therapies | Leukemia - acute myeloid leukemia (AML),C9200,"Acute myeloblastic leukemia, not having achieved remission",Z5111,Encounter for antineoplastic chemotherapy,1686,43.84880093400814,56.36100175812515,54.09383640542836,1.041911713114681,Neoplasm,Factors/status,Leukemia - acute myeloid leukemia (AML),Encounter for antineoplastic therapies,1,43.84880093400814
Benign neoplasms | Other nervous system disorders (neither hereditary nor degenerative),D320,Benign neoplasm of cerebral meninges,G936,Cerebral edema,2229,45.2027840152345,66.96349804861246,53.96854049243835,1.2407876410516394,Neoplasm,Nervous,Benign neoplasms,Other nervous system disorders (neither hereditary nor degenerative),2,45.2027840152345
Sickle cell trait/anemia | Unacceptable PDX,D5700,"Hb-SS disease with crisis, unspecified",Z832,Family history of dis of the bld/bld-form org/immun mechnsm,1407,64.08535805790632,81.8848924373304,53.40160910868802,1.5333787465218602,Blood/immune,Factors/status,Sickle cell trait/anemia,Unacceptable PDX,2,64.08535805790632
"Aortic and peripheral arterial embolism or thrombosis | Complication of cardiovascular device, implant or graft, initial encounter",I743,Embolism and thrombosis of arteries of the lower extremities,T82868A,"Thrombosis due to vascular prosth dev/grft, init",792,57.38720209650438,68.68182132888164,53.30351372161922,1.2885045756566171,Circulatory,Injury/poisoning,Aortic and peripheral arterial embolism or thrombosis,"Complication of cardiovascular device, implant or graft, initial encounter",1,57.38720209650438
Respiratory cancers | Secondary malignancies,C3490,Malignant neoplasm of unsp part of unsp bronchus or lung,C7931,Secondary malignant neoplasm of brain,6985,48.8290601292944,79.50155137718878,53.117877452808536,1.4967004554694463,Neoplasm,Neoplasm,Respiratory cancers,Secondary malignancies,26,76.24603961447026
Nervous system congenital anomalies | Unacceptable PDX,Q059,"Spina bifida, unspecified",Z982,Presence of cerebrospinal fluid drainage device,532,64.7843472964361,78.62265658136485,52.0236797880912,1.5112859548117252,Congenital,Factors/status,Nervous system congenital anomalies,Unacceptable PDX,1,64.7843472964361
"Fracture of torso, initial encounter | Other specified injury",S2242XA,"Multiple fractures of ribs, left side, init for clos fx",T797XXA,"Traumatic subcutaneous emphysema, initial encounter",676,59.81044743712415,71.5512605291891,51.68569953570584,1.384353141622077,Injury,Injury/poisoning,"Fracture of torso, initial encounter",Other specified injury,2,62.64791771325202
Other specified and unspecified gastrointestinal disorders | Shock,K661,Hemoperitoneum,R578,Other shock,1286,46.47557517634374,56.997721518337535,51.38130320186247,1.1093085999475287,Digestive,Symptoms/signs,Other specified and unspecified gastrointestinal disorders,Shock,2,46.47557517634374
Aseptic necrosis and osteonecrosis | Sickle cell trait/anemia,D5700,"Hb-SS disease with crisis, unspecified",M879,"Osteonecrosis, unspecified",580,43.35257911959022,49.74616616861135,50.6278994922098,0.9825840429399184,Blood/immune,Musculoskeletal,Sickle cell trait/anemia,Aseptic necrosis and osteonecrosis,1,43.35257911959022
Other specified connective tissue disease | Spondylopathies/spondyloarthropathy (including infective),M48061,"Spinal stenosis, lumbar region without neurogenic claud",M7138,"Other bursal cyst, other site",1552,44.53611586719892,76.30917559910452,50.29798491522055,1.5171418045420104,Musculoskeletal,Musculoskeletal,Spondylopathies/spondyloarthropathy (including infective),Other specified connective tissue disease,4,92.66249543149812
Conditions due to neoplasm or the treatment of neoplasm | Leukemia - acute lymphoblastic leukemia (ALL),C9100,Acute lymphoblastic leukemia not having achieved remission,D61810,Antineoplastic chemotherapy induced pancytopenia,1501,56.16848281306834,77.78553255921891,50.29302175723301,1.5466466289238625,Neoplasm,Blood/immune,Leukemia - acute lymphoblastic leukemia (ALL),Conditions due to neoplasm or the treatment of neoplasm,1,56.16848281306834
"Fracture of the spine and back, initial encounter | Fracture of torso, initial encounter",S2241XA,"Multiple fractures of ribs, right side, init for clos fx",S32029A,"Unsp fracture of second lumbar vertebra, init for clos fx",524,59.721572273822304,70.27752130609682,49.729293596839234,1.4132016810020325,Injury,Injury,"Fracture of torso, initial encounter","Fracture of the spine and back, initial encounter",3,59.721572273822304
Abdominal hernia | Unacceptable PDX,K435,Parastomal hernia without obstruction or gangrene,Z933,Colostomy status,902,48.29881588158884,64.74656742163177,49.22912227301627,1.315208649517625,Digestive,Factors/status,Abdominal hernia,Unacceptable PDX,1,48.29881588158884
Other general signs and symptoms | Unacceptable PDX,R64,Cachexia,Z681,"Body mass index [BMI] 19.9 or less, adult",33567,25.66149364792952,71.33332053090727,49.13687488412428,1.4517268487083717,Symptoms/signs,Factors/status,Other general signs and symptoms,Unacceptable PDX,37,37.74832713951298
Other specified and unspecified gastrointestinal disorders | Unacceptable PDX,K660,Peritoneal adhesions (postprocedural) (postinfection),Z5331,Laparoscopic surgical procedure converted to open procedure,3159,42.88364737726502,60.428489883086606,48.68200939321503,1.2412899680247942,Digestive,Factors/status,Other specified and unspecified gastrointestinal disorders,Unacceptable PDX,6,42.88364737726502
Noninfectious hepatitis | Other specified and unspecified liver disease,K7460,Unspecified cirrhosis of liver,K7581,Nonalcoholic steatohepatitis (NASH),9858,37.31552991479567,70.02785896344777,48.43640075519669,1.4457692535284954,Digestive,Digestive,Other specified and unspecified liver disease,Noninfectious hepatitis,6,80.09558936671553
Gastrointestinal cancers - colorectal | Secondary malignancies,C189,"Malignant neoplasm of colon, unspecified",C787,Secondary malig neoplasm of liver and intrahepatic bile duct,4504,40.81354529035189,68.091089104932,47.496608801278015,1.4335989626084595,Neoplasm,Neoplasm,Gastrointestinal cancers - colorectal,Secondary malignancies,12,74.31325024996228
Endocrine system cancers - pancreas | Secondary malignancies,C259,"Malignant neoplasm of pancreas, unspecified",C787,Secondary malig neoplasm of liver and intrahepatic bile duct,4838,42.00434902270282,71.65932789287385,47.13403447619814,1.5203308753266294,Neoplasm,Neoplasm,Endocrine system cancers - pancreas,Secondary malignancies,4,49.64513695834012
"Other nervous system disorders (neither hereditary nor degenerative) | Poisoning by drugs, initial encounter",G92,Toxic encephalopathy,T402X1A,"Poisoning by oth opioids, accidental (unintentional), init",2116,30.854561496377045,54.0735988292291,47.0353945123561,1.1496363406715782,Nervous,Injury/poisoning,Other nervous system disorders (neither hereditary nor degenerative),"Poisoning by drugs, initial encounter",5,32.999069379914346
Hepatic failure | Other specified and unspecified liver disease,K7290,"Hepatic failure, unspecified without coma",K766,Portal hypertension,11727,39.80012269165616,72.54708734886528,44.72833905554559,1.621949056922797,Digestive,Digestive,Hepatic failure,Other specified and unspecified liver disease,19,114.0621069805745
Breast cancer - all other types | Secondary malignancies,C50919,Malignant neoplasm of unsp site of unspecified female breast,C7951,Secondary malignant neoplasm of bone,4049,33.84864751179556,52.191709850929,44.16051717106826,1.181863646404992,Neoplasm,Neoplasm,Breast cancer - all other types,Secondary malignancies,12,33.84864751179556
Coagulation and hemorrhagic disorders | Other specified connective tissue disease,D6832,Hemorrhagic disord d/t extrinsic circulating anticoagulants,M7981,Nontraumatic hematoma of soft tissue,780,56.83170038701508,68.30633041047972,44.015104187591525,1.5518838742118946,Blood/immune,Musculoskeletal,Coagulation and hemorrhagic disorders,Other specified connective tissue disease,1,56.83170038701508
"Complication of other surgical or medical care, injury, initial encounter | Skin and subcutaneous tissue infections",L03311,Cellulitis of abdominal wall,T8141XA,"Infct fol a proc, superfic incisional surgical site, init",1136,46.663273579558606,55.74869142053737,43.95690615441653,1.268257852922983,Skin,Injury/poisoning,Skin and subcutaneous tissue infections,"Complication of other surgical or medical care, injury, initial encounter",4,66.04262902233734
Other specified and unspecified diseases of kidney and ureters | Unacceptable PDX,D631,Anemia in chronic kidney disease,N2581,Secondary hyperparathyroidism of renal origin,42554,19.31746291102501,60.71238523005511,43.61028049940344,1.3921576411526546,Blood/immune,Genitourinary,Unacceptable PDX,Other specified and unspecified diseases of kidney and ureters,10,29.055377130306344
Abdominal hernia | Other specified and unspecified gastrointestinal disorders,K432,Incisional hernia without obstruction or gangrene,K660,Peritoneal adhesions (postprocedural) (postinfection),2359,41.5775906045824,56.78301380717123,43.405807987830826,1.3081893055208376,Digestive,Digestive,Abdominal hernia,Other specified and unspecified gastrointestinal disorders,5,41.5775906045824
Cardiac arrest and ventricular fibrillation | Shock,I4901,Ventricular fibrillation,R570,Cardiogenic shock,3869,43.83286114385192,63.47126994528771,42.67840962452076,1.4871985742603788,Circulatory,Symptoms/signs,Cardiac arrest and ventricular fibrillation,Shock,6,43.83286114385192
Endocrine system cancers - thyroid | Postprocedural or postoperative endocrine or metabolic complication,C73,Malignant neoplasm of thyroid gland,E890,Postprocedural hypothyroidism,946,41.080904470234366,55.53045207983772,42.6676596745792,1.3014646808229324,Neoplasm,Endocrine/metabolic,Endocrine system cancers - thyroid,Postprocedural or postoperative endocrine or metabolic complication,1,41.080904470234366
Abdominal pain and other digestive/abdomen signs and symptoms | Peritonitis and intra-abdominal abscess,K652,Spontaneous bacterial peritonitis,R188,Other ascites,2791,35.1602295851747,57.83690729154378,42.07894806056702,1.374485579066646,Digestive,Symptoms/signs,Peritonitis and intra-abdominal abscess,Abdominal pain and other digestive/abdomen signs and symptoms,4,35.1602295851747
